mode_type,total_volume,PMT (VMT in miles),PHT (VHT in hours),Delay (hours),TTI,avg_distance_mile,avg_distance_km,avg_travel_time_min,avg_travel_delay_in_min,avg_speed_mph,avg_speed_kmph
auto,156930,824041,47267.9,27177.9,2.35281,5.25101,8.44888,18.0722,10.3911,17.4334,28.0504
